식품명,식품대분류명,대표식품명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),식품중량
피자_직화불고기 피자 (L),빵 및 과자류,피자,100g,243,14.67,,,750g
피자_점보스테이크불갈비피자,빵 및 과자류,피자,100g,240,12.47,,,1640g
피자_존스 페이버릿 치즈롤 (P),빵 및 과자류,피자,100g,299,13.94,,,1505
피자_존스 페이버릿 크루아상,빵 및 과자류,피자,100g,345,12.56,,,598.4
피자_존스 페이버릿 피자 골드링 (F),빵 및 과자류,피자,100g,307,14.19,,,1183
피자_존스 페이버릿 피자 골드링 (L),빵 및 과자류,피자,100g,307,14.14,,,791.9
피자_존스 페이버릿 피자 골드링 (P),빵 및 과자류,피자,100g,307,14.38,,,1600
피자_존스 페이버릿 피자 골드링씬 (F),빵 및 과자류,피자,100g,321,13,,,1169
피자_존스 페이버릿 피자 씬 (F),빵 및 과자류,피자,100g,324,13.37,,,897.7
피자_존스 페이버릿 피자 오리지널 (F),빵 및 과자류,피자,100g,289,12.28,,,912.3
피자_존스 페이버릿 피자 오리지널 (L),빵 및 과자류,피자,100g,290,12.38,,,678g
피자_존스 페이버릿 피자 오리지널 (P),빵 및 과자류,피자,100g,290,12.07,,,1159
피자_존스 페이버릿 피자 치즈롤 (F),빵 및 과자류,피자,100g,299,14.05,,,1195
피자_존스 페이버릿 피자 치즈롤 (L),빵 및 과자류,피자,100g,299,14.23,,,898.8
피자_존스 페이버릿 피자 치즈롤 (P),빵 및 과자류,피자,100g,299,13.94,,,1505
피자_존스페이버릿 (L),빵 및 과자류,피자,100g,289,12.35,,,678g
피자_존스페이버릿 피자 (F),빵 및 과자류,피자,100g,289,12.28,,,912g
피자_존스페이버릿 피자 (L),빵 및 과자류,피자,100g,289,12.35,,,678g
피자_존스페이버릿 피자 (P),빵 및 과자류,피자,100g,290,12.07,,,1160g
피자_죄다치즈 피자 (L),빵 및 과자류,피자,100g,305,17.24,,,696g
피자_랍스타 피자 팬 (L),빵 및 과자류,피자,100g,256,15.25,,,1016g
피자_랍스타 피자 팬 (R),빵 및 과자류,피자,100g,258,15.29,,,519g
피자_랍스타미트 피자,빵 및 과자류,피자,100g,240,12.28,,,908g
피자_점보하와이안쉬림프피자,빵 및 과자류,피자,100g,228,12.86,,,1768g
피자_제노베제 살시챠 포카챠,빵 및 과자류,피자,100g,205,8.5,,,200g
피자_제주 고르곤졸라 피자 메가크런치 씬 (L),빵 및 과자류,피자,100g,404,16.27,,,360g
피자_존스 페이버릿 (F),빵 및 과자류,피자,100g,289,12.28,,,912.3
피자_존스 페이버릿 (P),빵 및 과자류,피자,100g,290,12.07,,,1159
피자_존스 페이버릿 골드링 (F),빵 및 과자류,피자,100g,307,14.19,,,1183
피자_존스 페이버릿 골드링 (L),빵 및 과자류,피자,100g,307,14.14,,,791.9
피자_존스 페이버릿 골드링 (P),빵 및 과자류,피자,100g,307,14.38,,,1600
피자_존스 페이버릿 골드링 씬,빵 및 과자류,피자,100g,321,13.01,,,1169
피자_존스 페이버릿 스파이시 갈릭 치즈롤 (F),빵 및 과자류,피자,100g,305,14.44,,,1162
피자_존스 페이버릿 스파이시 갈릭 치즈롤 (L),빵 및 과자류,피자,100g,306,14.47,,,884.7
피자_존스 페이버릿 스파이시 갈릭 치즈롤 (P),빵 및 과자류,피자,100g,306,14.43,,,1455
피자_존스 페이버릿 씬,빵 및 과자류,피자,100g,324,13.37,,,897.7
피자_존스 페이버릿 치즈롤 (F),빵 및 과자류,피자,100g,299,14.05,,,1195
피자_존스 페이버릿 치즈롤 (L),빵 및 과자류,피자,100g,299,14.24,,,898.8
피자_짱감자치즈크러스트(L),빵 및 과자류,피자,100g,226,11.66,,,1225g
피자_떡갈비(R),빵 및 과자류,피자,100g,184,16.43,,,693g
피자_떡갈비(XL),빵 및 과자류,피자,100g,245,21.83,,,1050g
피자_라구미트볼 시카고 피자,빵 및 과자류,피자,100g,250,14.37,,,1002g
피자_라구포테이토 (L),빵 및 과자류,피자,100g,247,12.5,,,956g
피자_라자냐 시카고 피자,빵 및 과자류,피자,100g,257,12.96,11.73,25.93,974g
피자_라코타스테이크 피자 오리지널,빵 및 과자류,피자,100g,265,11.11,13.51,,650g
피자_랍스타 피자 라이스골드 (F),빵 및 과자류,피자,100g,245,15.33,,,1758g
피자_랍스타 피자 라이스골드 (L),빵 및 과자류,피자,100g,259,15.1,,,1316g
피자_랍스타 피자 라이스골드 (R),빵 및 과자류,피자,100g,267,15.65,,,739g
피자_랍스타 피자 라이스바이트 (F),빵 및 과자류,피자,100g,253,14.35,,,1840g
피자_랍스타 피자 백미떡도우 (L),빵 및 과자류,피자,100g,178,8.8,,,896g
피자_랍스타 피자 석쇠 (F),빵 및 과자류,피자,100g,245,14.81,,,1335g
피자_랍스타 피자 석쇠 (L),빵 및 과자류,피자,100g,249,14.97,,,956g
피자_랍스타 피자 석쇠 (R),빵 및 과자류,피자,100g,252,15.07,,,489g
피자_랍스타 피자 치즈크러스트 (F),빵 및 과자류,피자,100g,247,15.39,,,1465g
피자_랍스타 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,258,15.88,,,1156g
피자_랍스타 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,267,16.35,,,659g
피자_랍스타 피자 팬 (F),빵 및 과자류,피자,100g,253,15.09,,,1435g
피자_딜라이트치킨볼 피자 크림치즈 (L),빵 및 과자류,피자,100g,264,12.57,,,1141
피자_딜라이트치킨볼 피자 크림치즈 (M),빵 및 과자류,피자,100g,256,12.13,,,762.5
피자_딥체다치즈베이컨 (R),빵 및 과자류,피자,100g,353,17.09,,,515g
피자_딥치즈 피자 (L),빵 및 과자류,피자,100g,279,2.71,,,600g
피자_딥치즈고구마 피자 (L),빵 및 과자류,피자,100g,267,14.89,,,1128g
피자_딥치즈더블바베큐 피자 (L),빵 및 과자류,피자,100g,246,16.96,,,1128g
피자_딥치즈베이컨 피자,빵 및 과자류,피자,100g,299,20.81,,20.81,1192g
피자_딥치즈베이컨피자,빵 및 과자류,피자,100g,299,20.8,,,1192g
피자_딥치즈불닭 피자 (L),빵 및 과자류,피자,100g,266,18.5,,,1184g
피자_딥치즈콤비네이션 피자 (L),빵 및 과자류,피자,100g,286,18.61,,,1264g
피자_딥치즈포테이토 피자 (L),빵 및 과자류,피자,100g,245,14.2,,,1264g
피자_딥치즈핫치킨 피자,빵 및 과자류,피자,100g,266,18.5,,,1184g
피자_땡초불고기 피자 (L),빵 및 과자류,피자,100g,236,5.42,,,910g
피자_땡초참치마요 피자 (L),빵 및 과자류,피자,100g,254,11.2,,,1088g
피자_떡갈비 피자,빵 및 과자류,피자,100g,264,12.73,,,935g
피자_떡갈비 피자 (L),빵 및 과자류,피자,100g,318,18.77,12.93,31.73,526g
피자_떡갈비 피자 (L),빵 및 과자류,피자,100g,296,6.46,,,780g
피자_떡갈비 피자 (XL),빵 및 과자류,피자,100g,245,21.83,,,1050g
피자_떡갈비 피자 (XL),빵 및 과자류,피자,100g,281,12.57,,,1052g
피자_디럭스치즈흑미스크린(L),빵 및 과자류,피자,100g,261,11.72,,,718.2
피자_디럭스치즈흑미스크린(R),빵 및 과자류,피자,100g,258,11.84,,,396.6
피자_디럭스치즈흑미치즈크러스트(L),빵 및 과자류,피자,100g,250,12.16,,,813.2
피자_디럭스치즈흑미치즈크러스트(R),빵 및 과자류,피자,100g,244,12.38,,,464.4
피자_디스이즈4유 (L),빵 및 과자류,피자,100g,258,13.89,,,860g
피자_디아블로 (L),빵 및 과자류,피자,100g,251,14.03,11.51,22.66,278g
피자_디아블로 피자,빵 및 과자류,피자,100g,317,14.14,10.99,39.79,191g
피자_디트로이트 더블페퍼로니 피자 (L),빵 및 과자류,피자,100g,357,14,,,926g
피자_디트로이트 미티디럭스 피자 (L),빵 및 과자류,피자,100g,337,13.85,,,942g
피자_디트로이트 하와이안 피자 (L),빵 및 과자류,피자,100g,299,11.29,,,992g
피자_딜라이트치킨볼 피자 골드 (L),빵 및 과자류,피자,100g,265,13.81,,,1095
피자_딜라이트치킨볼 피자 골드 (M),빵 및 과자류,피자,100g,256,13.23,,,735.2
피자_딜라이트치킨볼 피자 노엣지 (L),빵 및 과자류,피자,100g,266,14.32,,,932g
피자_딜라이트치킨볼 피자 노엣지 (M),빵 및 과자류,피자,100g,256,13.73,,,626g
피자_딜라이트치킨볼 피자 에그타르트 (L),빵 및 과자류,피자,100g,272,12.81,,,1095
피자_딜라이트치킨볼 피자 에그타르트 (M),빵 및 과자류,피자,100g,263,12.32,,,735.2
피자_딜라이트치킨볼 피자 치즈캡 (L),빵 및 과자류,피자,100g,266,15.37,,,1054
피자_딜라이트치킨볼 피자 치즈캡 (M),빵 및 과자류,피자,100g,258,15,,,721.5
피자_디럭스치즈고구마크러스트(L),빵 및 과자류,피자,100g,260,10.82,,,875g
피자_디럭스치즈고구마크러스트(R),빵 및 과자류,피자,100g,261,10.82,,,525.8
피자_디럭스치즈밀스크린(L),빵 및 과자류,피자,100g,275,11.87,,,744.6
피자_디럭스치즈밀스크린(R),빵 및 과자류,피자,100g,271,11.98,,,409.8
피자_디럭스치즈밀스크린치즈크러스트(L),빵 및 과자류,피자,100g,263,12.28,,,839.6
피자_디럭스치즈밀스크린치즈크러스트(R),빵 및 과자류,피자,100g,256,12.48,,,477.6
피자_디럭스치즈백미스크린(L),빵 및 과자류,피자,100g,269,11.82,,,713.8
피자_디럭스치즈백미스크린(R),빵 및 과자류,피자,100g,265,11.93,,,394.4
피자_디럭스치즈백미치즈크러스트(L),빵 및 과자류,피자,100g,257,12.25,,,808.8
피자_디럭스치즈백미치즈크러스트(R),빵 및 과자류,피자,100g,250,12.46,,,462.2
피자_디럭스치즈씬(L),빵 및 과자류,피자,100g,290,12.41,,,515g
피자_디럭스치즈씬(R),빵 및 과자류,피자,100g,290,12.41,,,309g
피자_디럭스치즈체다크림크러스트(L),빵 및 과자류,피자,100g,263,11.37,,,880g
피자_디럭스치즈체다크림크러스트(R),빵 및 과자류,피자,100g,263,11.37,,,528.8
피자_디럭스치즈치즈크러스트(L),빵 및 과자류,피자,100g,258,12.37,,,875g
피자_디럭스치즈치즈크러스트(R),빵 및 과자류,피자,100g,256,12.44,,,536.7
피자_디럭스치즈팬(L),빵 및 과자류,피자,100g,269,11.99,,,780g
피자_디럭스치즈팬(R),빵 및 과자류,피자,100g,269,11.99,,,468.8
피자_디럭스(치즈) 피자 흑미스크린 (L),빵 및 과자류,피자,100g,260,12.22,,,720g
피자_디럭스(치즈) 피자 흑미스크린 (R),빵 및 과자류,피자,100g,258,12.12,,,396g
피자_디럭스(치즈) 피자 흑미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,250,11.88,,,808g
피자_디럭스(치즈) 피자 흑미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,244,11.69,,,462g
피자_디럭스치즈 피자 라이스골드 (F),빵 및 과자류,피자,100g,277,18.03,,,1428g
피자_디럭스치즈 피자 라이스골드 (L),빵 및 과자류,피자,100g,293,17.6,,,1090g
피자_디럭스치즈 피자 라이스골드 (R),빵 및 과자류,피자,100g,298,17.86,,,620g
피자_디럭스치즈 피자 라이스바이트 (F),빵 및 과자류,피자,100g,286,16.7,,,1510g
피자_디럭스치즈 피자 라이스바이트 (L),빵 및 과자류,피자,100g,294,17.06,,,1170g
피자_디럭스치즈 피자 석쇠 (F),빵 및 과자류,피자,100g,292,18.48,,,1005g
피자_디럭스치즈 피자 석쇠 (L),빵 및 과자류,피자,100g,294,18.54,,,730g
피자_디럭스치즈 피자 석쇠 (R),빵 및 과자류,피자,100g,298,18.59,,,370g
피자_디럭스치즈 피자 치즈크러스트 (F),빵 및 과자류,피자,100g,289,18.81,,,1135g
피자_디럭스치즈 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,298,18.99,,,930g
피자_디럭스치즈 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,302,19.04,,,540g
피자_디럭스치즈 피자 팬 (F),빵 및 과자류,피자,100g,298,18.5,,,1105g
피자_디럭스치즈 피자 팬 (L),빵 및 과자류,피자,100g,299,18.56,,,790g
피자_디럭스치즈 피자 팬 (R),빵 및 과자류,피자,100g,303,18.62,,,400g
피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (L),빵 및 과자류,피자,100g,266,10.48,,,840g
피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (R),빵 및 과자류,피자,100g,260,10.26,,,468g
피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,피자,100g,267,11.32,,,848g
피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (R),빵 및 과자류,피자,100g,265,11.54,,,468g
피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (L),빵 및 과자류,피자,100g,262,12.38,,,840g
피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (R),빵 및 과자류,피자,100g,254,12.5,,,480g
피자_디럭스(치즈) 피자 백미스크린 (L),빵 및 과자류,피자,100g,270,12.36,,,712g
피자_디럭스(치즈) 피자 백미스크린 (R),빵 및 과자류,피자,100g,264,12.12,,,396g
피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,255,11.88,,,808g
피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,247,12.99,,,462g
피자_디럭스(치즈) 피자 씬 (L),빵 및 과자류,피자,100g,220,14.46,,,664g
피자_디럭스(치즈) 피자 씬 (R),빵 및 과자류,피자,100g,220,13.64,,,396g
피자_디럭스(치즈) 피자 체다크림크러스트 (L),빵 및 과자류,피자,100g,263,11.82,,,880g
피자_디럭스(치즈) 피자 체다크림크러스트 (R),빵 및 과자류,피자,100g,264,11.36,,,528g
피자_디럭스(치즈) 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,257,11.93,,,872g
피자_디럭스(치즈) 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,256,12.36,,,534g
피자_디럭스(치즈) 피자 팬 (L),빵 및 과자류,피자,100g,267,12.24,,,784g
피자_디럭스(치즈) 피자 팬 (R),빵 및 과자류,피자,100g,269,11.54,,,468g
케이크_초코쉬폰 케이크,빵 및 과자류,케이크,100g,320,4.71,,,679g
피자_도이치바이트 피자,빵 및 과자류,피자,100g,258,12.23,9.04,32.45,755g
피자_도이치바이트피자,빵 및 과자류,피자,100g,261,11.98,,,785g
피자_도이치피자밀도우(L),빵 및 과자류,피자,100g,101,7.54,,,1120g
피자_도이치피자밀도우(R),빵 및 과자류,피자,100g,67,5.02,,,650g
피자_도이치피자씬도우(L),빵 및 과자류,피자,100g,101,7.55,,,910g
피자_도이치피자씬도우(R),빵 및 과자류,피자,100g,67,5.03,,,550g
피자_돈까스웨그 피자 (L),빵 및 과자류,피자,100g,306,12.7,,,1008g
피자_돈까스웨그 피자 (M),빵 및 과자류,피자,100g,307,12.14,,,840g
피자_돼지불백피자,빵 및 과자류,피자,100g,270,14.91,,,653g
피자_돼지불백피자바이트,빵 및 과자류,피자,100g,258,13.76,,,813g
피자_두둥 바이킹쉬림프 (R),빵 및 과자류,피자,100g,206,12.43,,,732g
피자_두둥 바이킹쉬림프 피자 (XL),빵 및 과자류,피자,100g,206,12.43,,,1024g
피자_듬뿍체다페파로니 피자 (L),빵 및 과자류,피자,100g,253,12.5,,,902g
피자_디럭스(치즈) 피자 고구마크러스트 (L),빵 및 과자류,피자,100g,261,11.01,,,872g
피자_디럭스(치즈) 피자 고구마크러스트 (R),빵 및 과자류,피자,100g,259,10.23,,,528g
피자_디럭스(치즈) 피자 밀스크린 (L),빵 및 과자류,피자,100g,275,11.83,,,744g
피자_디럭스(치즈) 피자 밀스크린 (R),빵 및 과자류,피자,100g,272,11.76,,,408g
피자_짱감자치즈크러스트(R),빵 및 과자류,피자,100g,224,11.23,,,719.7
케이크_초코생크림케이크3호,빵 및 과자류,케이크,100g,285,4.49,,,1026g
피자_더블페퍼로니 피자 (L),빵 및 과자류,피자,100g,281,15.88,,,825g
피자_더블페퍼로니피자(L),빵 및 과자류,피자,100g,273,16.86,12.99,22.1,997g
피자_더블페퍼로니피자(P),빵 및 과자류,피자,100g,273,16.86,12.99,22.1,399g
피자_더블페퍼로니피자(R),빵 및 과자류,피자,100g,273,16.86,12.99,22.1,625g
피자_더블포크쉬림프 피자 (L),빵 및 과자류,피자,100g,262,11.48,,,1085
피자_더블포테이토 피자 (L),빵 및 과자류,피자,100g,247,10.67,,,928g
피자_더블포테이토 피자 (L),빵 및 과자류,피자,100g,213,9.17,,,1200g
피자_더블포테이토 피자 (L),빵 및 과자류,피자,100g,250,11.04,,,1304g
피자_더블포테이토 피자 오리지널 (M),빵 및 과자류,피자,100g,279,10.71,12.75,24.37,670g
피자_더블포테이토(L),빵 및 과자류,피자,100g,247,10.67,,,923g
피자_더블포테이토(M),빵 및 과자류,피자,100g,247,10.67,,,643g
피자_더블포테이토피자 오리지널,빵 및 과자류,피자,100g,281,10.91,,,660g
피자_더블핫치킨폭탄 피자 (L),빵 및 과자류,피자,100g,159,13.23,,,1125g
피자_도이치 피자 밀도우 (L),빵 및 과자류,피자,100g,101,7.54,,,1120g
피자_도이치 피자 밀도우 (R),빵 및 과자류,피자,100g,67,5.02,,,650g
피자_도이치 피자 씬도우 (L),빵 및 과자류,피자,100g,101,7.55,,,910g
피자_도이치 피자 씬도우 (R),빵 및 과자류,피자,100g,67,5.03,,,550g
피자_짱감자팬(L),빵 및 과자류,피자,100g,231,11.33,,,1130g
케이크_초코생크림케이크2호,빵 및 과자류,케이크,100g,275,4.2,,,786g
피자_더블치즈 피자 석쇠 (G),빵 및 과자류,피자,100g,279,18.25,,,1261g
피자_더블치즈 피자 석쇠 (L),빵 및 과자류,피자,100g,278,17.93,,,736g
피자_더블치즈 피자 석쇠 (R),빵 및 과자류,피자,100g,278,17.89,,,490g
피자_더블치즈 피자 씬도우 (L),빵 및 과자류,피자,100g,331,19.08,,,523g
피자_더블치즈 피자 씬도우 (R),빵 및 과자류,피자,100g,333,20.81,,,396g
피자_더블치즈 피자 치즈링 (G),빵 및 과자류,피자,100g,273,18.92,,,1481g
피자_더블치즈 피자 치즈링 (L),빵 및 과자류,피자,100g,273,18.69,,,856g
피자_더블치즈 피자 치즈링 (R),빵 및 과자류,피자,100g,272,18.24,,,590g
피자_더블치즈버거 피자 (F),빵 및 과자류,피자,100g,289,10.53,,,1062g
피자_더블치즈버거 피자 (L),빵 및 과자류,피자,100g,290,10.66,,,789g
피자_더블치즈버거 피자 (P),빵 및 과자류,피자,100g,290,11.11,,,1350g
피자_더블치즈버거피자 (F),빵 및 과자류,피자,100g,289,10.53,,,1062g
피자_더블치즈베이컨 피자 (L),빵 및 과자류,피자,100g,249,15.08,,,1010g
피자_더블치즈불고기 피자 (L),빵 및 과자류,피자,100g,233,14.1,,,780g
피자_더블치즈폭탄 피자 (L),빵 및 과자류,피자,100g,233,13.1,,,1000g
피자_더블콤비네이션 피자 (L),빵 및 과자류,피자,100g,239,15.19,,,790g
피자_더블페파로니폭탄 피자 (L),빵 및 과자류,피자,100g,219,13.93,,,1031g
피자_더블페퍼로니 피자,빵 및 과자류,피자,100g,301,15,,,1277g
케이크_초코생크림케이크1호,빵 및 과자류,케이크,100g,273,4.14,,,555g
피자_더블체다 치즈버거 피자 치즈롤 (F),빵 및 과자류,피자,100g,282,13.58,,,1590
피자_더블체다 치즈버거 피자 치즈롤 (L),빵 및 과자류,피자,100g,282,13.38,,,1195
피자_더블체다 치즈버거 피자 치즈롤 (P),빵 및 과자류,피자,100g,282,13.48,,,2003
피자_더블체다치즈버거 피자 (F),빵 및 과자류,피자,100g,272,11.84,,,1214g
피자_더블체다치즈버거 피자 (L),빵 및 과자류,피자,100g,273,11.5,,,902g
피자_더블체다치즈버거 피자 (P),빵 및 과자류,피자,100g,273,11.69,,,1543g
피자_더블치즈 스테이크 피자 리치골드 (L),빵 및 과자류,피자,100g,248,11.91,,,1089g
피자_더블치즈 스테이크 피자 리치골드 (M),빵 및 과자류,피자,100g,246,11.67,,,684g
피자_더블치즈 스테이크 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,247,12.48,,,1002g
피자_더블치즈 스테이크 피자 치즈크러스트 (M),빵 및 과자류,피자,100g,248,12.65,,,613g
피자_더블치즈 피자 (L),빵 및 과자류,피자,100g,274,18.34,,,805g
피자_더블치즈 피자 (L),빵 및 과자류,피자,100g,290,13.64,,,880g
피자_더블치즈 피자 골드스윗 (G),빵 및 과자류,피자,100g,281,16.88,,,1596g
피자_더블치즈 피자 골드스윗 (L),빵 및 과자류,피자,100g,281,17.24,,,926g
피자_더블치즈 피자 골드스윗 (R),빵 및 과자류,피자,100g,281,16.35,,,635g
피자_더블치즈 피자 리코타링 (G),빵 및 과자류,피자,100g,283,17.36,,,1441g
피자_더블치즈 피자 리코타링 (L),빵 및 과자류,피자,100g,282,18.1,,,836g
피자_더블치즈 피자 리코타링 (R),빵 및 과자류,피자,100g,283,17.48,,,570g
피자_더블바베큐피자 (L),빵 및 과자류,피자,100g,246,13.16,,,1001g
피자_더블불고기 피자 (L),빵 및 과자류,피자,100g,269,14.18,11.2,26.29,835g
피자_더블불고기 피자 오리지널 (M),빵 및 과자류,피자,100g,257,12.5,9.35,38.28,525g
피자_더블불고기폭탄 피자 (L),빵 및 과자류,피자,100g,160,10.75,,,1155g
피자_더블불고기피자오리지널(L),빵 및 과자류,피자,100g,250,15.13,,,740g
피자_더블쉬림프크런치씬 포테이토엣지 (L),빵 및 과자류,피자,100g,262,10.06,,,709g
피자_더블쉬림프크런치오리지널포테이토엣지 (L),빵 및 과자류,피자,100g,237,9.84,,,977g
피자_더블쉬림프크런치오리지널포테이토엣지 (M),빵 및 과자류,피자,100g,243,10.47,,,645g
피자_더블스테이크 피자 (L),빵 및 과자류,피자,100g,257,16.41,,,1020g
피자_더블스테이크 피자 (R),빵 및 과자류,피자,100g,259,16.67,,,830g
피자_더블체다 치즈버거 피자 골드링 (F),빵 및 과자류,피자,100g,290,13.21,,,1574
피자_더블체다 치즈버거 피자 골드링 (L),빵 및 과자류,피자,100g,289,13.67,,,1053
피자_더블체다 치즈버거 피자 골드링 (P),빵 및 과자류,피자,100g,289,13.15,,,2129
피자_더블체다 치즈버거 피자 골드링씬 (F),빵 및 과자류,피자,100g,302,12.35,,,1555
피자_더블체다 치즈버거 피자 씬 (F),빵 및 과자류,피자,100g,305,12.73,,,1194
피자_더블체다 치즈버거 피자 오리지널 (F),빵 및 과자류,피자,100g,273,11.86,,,1213
피자_더블체다 치즈버거 피자 오리지널 (L),빵 및 과자류,피자,100g,273,11.53,,,902g
피자_더블체다 치즈버거 피자 오리지널 (P),빵 및 과자류,피자,100g,273,11.67,,,1543
피자_더블 치즈버거 피자 크루아상,빵 및 과자류,피자,100g,346,10.99,,,696.4
피자_더블 포테이토크래프티드 플래츠 (P),빵 및 과자류,피자,100g,315,11.92,,,303g
피자_더블 핫&스파이시 멕시칸  (F),빵 및 과자류,피자,100g,239,10.34,,,1393
피자_더블 핫&스파이시 멕시칸  (L),빵 및 과자류,피자,100g,239,9.91,,,969g
피자_더블 핫&스파이시 멕시칸  (P),빵 및 과자류,피자,100g,240,10.35,,,1836
피자_더블갈릭바베큐 피자,빵 및 과자류,피자,100g,271,12.12,9.7,33.33,660g
피자_더블갈릭바베큐피자,빵 및 과자류,피자,100g,271,12.12,,,660g
피자_더블바베큐 불고기 피자 밀도우 (L),빵 및 과자류,피자,100g,101,7.9,,,810g
피자_더블바베큐 불고기 피자 밀도우 (R),빵 및 과자류,피자,100g,67,5.29,,,560g
피자_더블바베큐 불고기 피자 씬도우 (L),빵 및 과자류,피자,100g,101,7.93,,,600g
피자_더블바베큐 불고기 피자 씬도우 (R),빵 및 과자류,피자,100g,67,5.28,,,460g
피자_더블바베큐 불고기 피자밀도우(L),빵 및 과자류,피자,100g,101,7.9,,,810g
피자_더블바베큐 불고기 피자밀도우(R),빵 및 과자류,피자,100g,67,5.29,,,560g
피자_더블바베큐 불고기 피자씬도우(L),빵 및 과자류,피자,100g,101,7.93,,,600g
피자_더블바베큐 불고기 피자씬도우(R),빵 및 과자류,피자,100g,67,5.28,,,460g
피자_더블바베큐 피자 (L),빵 및 과자류,피자,100g,237,16.83,,,896g
피자_더블바베큐 피자 (L),빵 및 과자류,피자,100g,237,11.28,,,780g
피자_더블바베큐 피자 (L),빵 및 과자류,피자,100g,237,12.69,,,1205
피자_더블 치즈버거 피자 (L),빵 및 과자류,피자,100g,290,10.65,,,789g
피자_더블 치즈버거 피자 (P),빵 및 과자류,피자,100g,290,11.11,,,1349
피자_더블 치즈버거 피자 골드링 (F),빵 및 과자류,피자,100g,308,12.2,,,1377
피자_더블 치즈버거 피자 골드링 (L),빵 및 과자류,피자,100g,308,12.15,,,921.5
피자_더블 치즈버거 피자 골드링 (P),빵 및 과자류,피자,100g,308,12.35,,,1862
피자_더블 치즈버거 피자 골드링 씬,빵 및 과자류,피자,100g,322,11.18,,,1360
피자_더블 치즈버거 피자 골드링씬 (F),빵 및 과자류,피자,100g,322,11.18,,,1360
피자_더블 치즈버거 피자 스파이시 갈릭 치즈롤 (F),빵 및 과자류,피자,100g,306,12.41,,,1353
피자_더블 치즈버거 피자 스파이시 갈릭 치즈롤 (L),빵 및 과자류,피자,100g,306,12.43,,,1029
피자_더블 치즈버거 피자 스파이시 갈릭 치즈롤 (P),빵 및 과자류,피자,100g,306,12.4,,,1693
피자_더블 치즈버거 피자 씬,빵 및 과자류,피자,100g,324,12.25,,,1044
피자_더블 치즈버거 피자 씬 (F),빵 및 과자류,피자,100g,324,12.25,,,1044
피자_더블 치즈버거 피자 오리지널 (F),빵 및 과자류,피자,100g,290,10.55,,,1061
피자_더블 치즈버거 피자 오리지널 (L),빵 및 과자류,피자,100g,290,10.65,,,789g
피자_더블 치즈버거 피자 오리지널 (P),빵 및 과자류,피자,100g,290,11.11,,,1349
피자_더블 치즈버거 피자 치즈롤 (F),빵 및 과자류,피자,100g,300,12.08,,,1391
피자_더블 치즈버거 피자 치즈롤 (L),빵 및 과자류,피자,100g,300,12.23,,,1046
피자_더블 치즈버거 피자 치즈롤 (P),빵 및 과자류,피자,100g,300,12.56,,,1752
피자_닭발피자피자(XL),빵 및 과자류,피자,100g,156,10.75,,,2016g
피자_닭안심살 피자,빵 및 과자류,피자,100g,234,12.73,7.73,29.09,880g
피자_닭안심살피자,빵 및 과자류,피자,100g,248,13.42,,,775g
피자_대만 콘 치즈 감자 피자 나폴리 (L),빵 및 과자류,피자,100g,253,8.9,11.73,27.86,793g
피자_대만 콘 치즈 감자 피자 더블치즈 엣지 (L),빵 및 과자류,피자,100g,250,9.8,11.66,26.48,1186g
피자_대만 콘 치즈 감자 피자 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,피자,100g,254,10.32,13.27,25.58,1226g
피자_대만 콘 치즈 감자 피자 슈퍼시드 화이버 버스트 오리지널 (L),빵 및 과자류,피자,100g,307,11.04,12.42,29.03,1188g
피자_대만 콘 치즈 감자 피자 슈퍼시드 화이버 오리지널 (L),빵 및 과자류,피자,100g,260,8.5,10.57,32.66,1002g
피자_대만 콘 치즈 감자 피자 슈화 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,피자,100g,307,11.63,13.25,27.85,1199g
피자_대만 콘 치즈 감자 피자 씬 (L),빵 및 과자류,피자,100g,261,9,13.73,25.38,658g
피자_대만 콘 치즈 감자 피자 오리지널 (L),빵 및 과자류,피자,100g,257,9.3,10.89,30.45,1008g
피자_대만 콘 치즈 감자 피자 치즈버스트 나폴리 (L),빵 및 과자류,피자,100g,259,10,13.59,23.96,1021g
